%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
53.0, 98904.3905024994, 45039.525036755214, -26481.519816102962, 1790.754710525836, 26251.788586591316, -8847.200435066276, 79833.25628438668, -9282.768879266845, -0.01, -0.164, 1.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858007464E9, 0.0, 2024-06-01 03:13:05.800
54.0, 98803.9194111728, 44454.26695993745, -26285.606775952194, 2198.0705497348968, 26342.78253826887, -8288.675044617063, 81694.62015564683, -8166.254540235346, -0.01, -0.164, 1.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800754E9, 0.0, 2024-06-01 03:13:05.800
55.0, 98692.16068889627, 43819.879748806925, -25962.89228950647, 2571.322330394069, 26436.99514114799, -7048.5555587477165, 83504.35149721522, -7251.040011768343, -0.01, -0.164, 1.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858007615E9, 0.0, 2024-06-01 03:13:05.800
56.0, 97946.88647352296, 43001.872956976054, -25611.388756202312, 2754.4278209719446, 26366.810663558324, -6341.480474648532, 85016.96109973922, -6612.562431402497, -0.01, -0.164, 1.096, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800769E9, 0.0, 2024-06-01 03:13:05.800
57.0, 97023.98294496334, 41915.51112121477, -25303.158200163627, 2579.9277520093624, 25943.289809619167, -6711.3347901504985, 86092.1694150173, -6530.330363551422, -0.046, -0.162, 1.03, 192.0, 254.0, 144.0, 250.0, 240.0, 32.0, 48.0, 0.0, 0.0, 0.0, 1.7172367858007765E9, 0.0, 2024-06-01 03:13:05.800
58.0, 95941.04092610371, 40647.116678609455, -25273.22921433797, 2152.4282875571594, 25239.008693576896, -7616.401626634793, 86904.23064282307, -6758.742840140205, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800784E9, 0.0, 2024-06-01 03:13:05.800
59.0, 94808.36627583102, 39376.375302836335, -25204.676414093545, 1740.686802945948, 24527.217391397644, -8555.733687369071, 87502.07275176916, -6974.683043322926, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858007915E9, 0.0, 2024-06-01 03:13:05.800
60.0, 93768.96545517033, 38276.1330337683, -24661.841948251957, 1549.892312275447, 23987.467466290887, -9311.356760425182, 87648.74489888489, -6933.622888758528, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800799E9, 0.0, 2024-06-01 03:13:05.800
61.0, 92810.29913548222, 37333.425859621275, -24354.527813735942, 1491.509555758185, 23535.045806771017, -9706.40149192828, 87840.56756980033, -6812.230564621755, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858008065E9, 0.0, 2024-06-01 03:13:05.800
62.0, 91739.33765165063, 36483.07609356357, -24454.060131795424, 1445.867293580448, 23099.097382914708, -9895.430194786812, 88082.4357965512, -6825.686314783849, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858008144E9, 0.0, 2024-06-01 03:13:05.800
63.0, 90574.38708238448, 35666.7680343113, -24780.95439445429, 1413.546671098074, 22718.268360885188, -10076.971063252815, 88250.56561834403, -6850.295585429142, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800822E9, 0.0, 2024-06-01 03:13:05.800
64.0, 89385.63190527343, 34832.44446902806, -25027.360025329595, 1376.3980718133537, 22386.99315631308, -10202.54316360273, 88588.99338114183, -6906.934905878891, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858008296E9, 0.0, 2024-06-01 03:13:05.800
65.0, 88119.11500920237, 33996.86920605531, -25328.750947564957, 1296.423530152265, 22027.666512449567, -10492.959379310534, 88858.10838438373, -7037.603203964616, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858008404E9, 0.0, 2024-06-01 03:13:05.800
66.0, 86826.08894420731, 33144.41837601881, -25702.494466602144, 1184.9553805536486, 21665.32238308458, -11040.130083576452, 88930.10335327427, -7241.696982586024, -0.046, -0.162, 1.03, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858008487E9, 0.0, 2024-06-01 03:13:05.800
67.0, 85517.2378441379, 32300.908243764432, -26137.660579402516, 985.9130961791392, 21249.11054958231, -11491.277693662369, 88883.96935271852, -7569.507666767558, -0.03, -0.184, 1.02, 192.0, 255.0, 16.0, 250.0, 64.0, 31.0, 224.0, 0.0, 0.0, 0.0, 1.7172367858008564E9, 0.0, 2024-06-01 03:13:05.800
68.0, 84310.08718134013, 31602.416229536087, -26419.51607698394, 854.1719143595594, 20923.266818912845, -11465.617891027678, 88805.53708142485, -7817.455568010279, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800864E9, 0.0, 2024-06-01 03:13:05.800
69.0, 83220.77491531074, 31074.19980456827, -26525.664511402192, 841.2973095533025, 20728.761938662763, -11306.205249572427, 88687.09518755617, -7837.9968211647065, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858008718E9, 0.0, 2024-06-01 03:13:05.800
70.0, 82172.45574861238, 30570.86087117921, -26660.959620590165, 802.2935154787917, 20499.63420625141, -11406.92221008804, 88554.70580514739, -7853.710097516788, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858008792E9, 0.0, 2024-06-01 03:13:05.800
71.0, 81060.56822068313, 29987.726210084704, -26907.23114099874, 666.193743490427, 20141.93923973313, -11795.820211865928, 88368.7616430237, -8026.667896111953, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800887E9, 0.0, 2024-06-01 03:13:05.800
72.0, 79963.49989932775, 29418.91901718605, -27182.33641175466, 510.9161747594088, 19768.888624774056, -11994.750737518161, 88201.30237356453, -8332.618574216196, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858008947E9, 0.0, 2024-06-01 03:13:05.800
73.0, 78957.26906743874, 28921.68211003329, -27379.411742617103, 469.073709139074, 19537.570421406082, -12103.044939404124, 88080.15591861677, -8565.657861907228, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800902E9, 0.0, 2024-06-01 03:13:05.800
74.0, 77980.38607601954, 28426.367452903683, -27516.427936128133, 492.25246813922746, 19320.982017634156, -12357.474846538884, 87954.91909443369, -8730.30081156502, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009095E9, 0.0, 2024-06-01 03:13:05.800
75.0, 76981.19604363394, 27927.968255039246, -27659.076769241903, 521.1756254643948, 19059.131331340235, -12653.88132976071, 87870.38479690372, -8853.481275258217, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009171E9, 0.0, 2024-06-01 03:13:05.800
76.0, 76018.97579657743, 27513.67867156013, -27807.179428002768, 584.4757657618244, 18827.38844482761, -12890.40748958677, 87925.37008826376, -8840.025525096122, -0.03, -0.184, 1.02, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009245E9, 0.0, 2024-06-01 03:13:05.800
77.0, 75074.21226194051, 27146.394806670527, -27962.38994150042, 648.9605485153853, 18619.807794071174, -13064.371116682425, 88063.59327597539, -8844.786446665103, -0.008, -0.17, 1.0, 192.0, 255.0, 192.0, 250.0, 176.0, 31.0, 64.0, 0.0, 0.0, 0.0, 1.717236785800932E9, 0.0, 2024-06-01 03:13:05.800
78.0, 74121.2456370885, 26719.8564672299, -28230.409709264008, 621.5796615576342, 18328.832784751987, -13045.886224017886, 88099.60193629288, -9007.21657362182, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800939E9, 0.0, 2024-06-01 03:13:05.800
79.0, 73150.33056143887, 26253.822595336747, -28576.817044832354, 549.8529136005537, 17977.910396803665, -13116.540088241112, 88063.034482364, -9311.021484258352, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009467E9, 0.0, 2024-06-01 03:13:05.800
80.0, 72174.94513689818, 25811.43686907731, -28940.56933409802, 468.78313646115504, 17616.549744194715, -13262.34051732308, 88034.40189771676, -9694.44330864469, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009543E9, 0.0, 2024-06-01 03:13:05.800
81.0, 71203.02423274807, 25363.776131126422, -29340.017359258814, 345.5579692790472, 17211.93846606475, -13415.785243008762, 88009.01031601553, -10152.922290911949, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785800962E9, 0.0, 2024-06-01 03:13:05.800
82.0, 70293.53175086161, 24918.730547276802, -29724.22149470109, 245.39980237481623, 16806.947208279038, -13597.862553341694, 88025.70706912364, -10576.420793106652, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009694E9, 0.0, 2024-06-01 03:13:05.800
83.0, 69380.64180381797, 24483.51973098752, -30107.553912109604, 174.70123466268, 16416.52928787819, -13815.993227481036, 88076.33377031492, -10965.11762918444, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009768E9, 0.0, 2024-06-01 03:13:05.800
84.0, 68499.35722343413, 24113.19602885199, -30450.608486009656, 123.33692590438437, 16069.60786218737, -13946.080380210922, 88140.81855306847, -11330.970982428908, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009841E9, 0.0, 2024-06-01 03:13:05.800
85.0, 67663.04435289436, 23797.790562843154, -30739.214210416583, 89.60814352132601, 15761.913748015613, -13966.62163336535, 88282.10392977047, -11641.392009424211, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858009915E9, 0.0, 2024-06-01 03:13:05.800
86.0, 66894.16669537625, 23474.98666941961, -31047.71298738873, 23.446979933617108, 15425.229421285323, -14045.97032618169, 88429.96071934233, -11925.192108773244, -0.008, -0.17, 1.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010018E9, 0.0, 2024-06-01 03:13:05.801
87.0, 66156.67088707339, 23152.361589951706, -31390.856968266606, -77.2029253486306, 15056.827969172951, -14196.911656488379, 88607.52297729529, -12235.479025301818, -0.028, -0.15, 0.9540000000000001, 192.0, 255.0, 32.0, 251.0, 80.0, 29.0, 208.0, 0.0, 0.0, 0.0, 1.7172367858010092E9, 0.0, 2024-06-01 03:13:05.801
88.0, 65461.28576532433, 22843.52753681273, -31747.881382451225, -191.8003191709899, 14679.195246600539, -14429.369798823573, 88812.48847395045, -12589.329491773784, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010168E9, 0.0, 2024-06-01 03:13:05.801
89.0, 64844.77994975805, 22565.80711195554, -32071.579345652983, -297.59112567795825, 14295.751070469747, -14675.529560509869, 89080.41883473622, -12935.580365130945, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010244E9, 0.0, 2024-06-01 03:13:05.801
90.0, 64311.132050887594, 22286.946748131126, -32394.204425120883, -462.7705172026774, 13899.27582732151, -14979.066250212938, 89430.8047808176, -13296.091651450593, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010318E9, 0.0, 2024-06-01 03:13:05.801
91.0, 64054.39991407394, 21994.63063414462, -32729.078260550294, -697.2850200277592, 13476.604339671654, -15542.2184517644, 89995.87923239222, -13555.371887132156, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010392E9, 0.0, 2024-06-01 03:13:05.801
92.0, 63994.78781161163, 21734.948067062865, -33054.340845863924, -932.7829996088743, 13061.532445136601, -16275.467428620748, 91200.16887189972, -13372.802838421207, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010464E9, 0.0, 2024-06-01 03:13:05.801
93.0, 64142.21991803884, 21642.210679317795, -33256.62413318445, -1016.4902825939993, 12791.523372116491, -16880.01506090344, 93687.5156983752, -12957.172150274773, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785801054E9, 0.0, 2024-06-01 03:13:05.801
94.0, 64517.729224888, 21407.964397426178, -33656.07215834525, -1256.7491837440948, 12388.610826565127, -17630.54193622374, 97892.61643798547, -12521.469595607472, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010616E9, 0.0, 2024-06-01 03:13:05.801
95.0, 65055.042809849125, 20539.330904404032, -34653.00466454085, -2040.8483792362667, 11418.388654993612, -19126.54419261744, 101567.89142702716, -12041.421179940842, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010693E9, 0.0, 2024-06-01 03:13:05.801
96.0, 65368.32486013471, 19300.73133715765, -36015.18702688063, -3074.817725994316, 10593.072842725855, -20481.90927289835, 102261.55546445317, -11797.921275844727, -0.028, -0.15, 0.9540000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010764E9, 0.0, 2024-06-01 03:13:05.801
97.0, 65676.64482315122, 18878.68569835254, -36948.79704103435, -3691.6141142385145, 10741.063742764443, -20452.963763828728, 102382.00901532281, -11561.462171252033, 0.108, -0.168, 1.028, 192.0, 3.0, 96.0, 250.0, 192.0, 32.0, 32.0, 0.0, 0.0, 0.0, 1.717236785801084E9, 0.0, 2024-06-01 03:13:05.801
98.0, 65922.73752960414, 19077.660927493685, -37070.345827382305, -3724.9405652213773, 10990.665673096857, -20168.426056912667, 102445.3762108536, -11386.336253444702, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010914E9, 0.0, 2024-06-01 03:13:05.801
99.0, 65925.57620114998, 19080.41019206169, -37204.05396271395, -3821.7683222017677, 10996.231257466228, -20122.73909124602, 102273.37953727003, -11447.334164063235, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858010988E9, 0.0, 2024-06-01 03:13:05.801
100.0, 65839.49963325258, 18997.19464745458, -37421.87171243092, -4003.040969734308, 10916.368474527417, -20163.933356277154, 102019.68723770228, -11595.168601890637, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858011067E9, 0.0, 2024-06-01 03:13:05.801
101.0, 65734.53584129046, 18896.298872983323, -37657.81672690115, -4202.887916909208, 10817.037322168031, -20225.691226207164, 101742.6150134343, -11773.267301710523, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785801114E9, 0.0, 2024-06-01 03:13:05.801
102.0, 65617.25623813346, 18783.489618717387, -37908.759761900874, -4418.11286426936, 10701.255285889541, -20304.324663200936, 101447.88491104663, -11973.181304118789, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858011217E9, 0.0, 2024-06-01 03:13:05.801
103.0, 65521.25549569792, 18686.036012892248, -38147.588151405835, -4620.15028240088, 10595.57623810485, -20369.904681432807, 101173.53959960218, -12145.937937013858, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785801129E9, 0.0, 2024-06-01 03:13:05.801
104.0, 65440.14101506961, 18601.971101995838, -38371.66438957029, -4803.18871774539, 10507.51036495094, -20417.84917328944, 100918.70736106722, -12294.889962064024, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858011365E9, 0.0, 2024-06-01 03:13:05.801
105.0, 65351.33753434868, 18512.340606730057, -38601.10504640401, -4992.396234559565, 10413.901259172113, -20471.605118704454, 100658.42129688518, -12451.396876740084, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785801144E9, 0.0, 2024-06-01 03:13:05.801
106.0, 65258.6001466036, 18416.921009650352, -38838.32411030819, -5189.069234021811, 10312.401987600564, -20533.96648573476, 100391.34030238871, -12618.319704332318, 0.108, -0.168, 1.028, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858011513E9, 0.0, 2024-06-01 03:13:05.801
107.0, 65172.4341717284, 18328.564563818523, -39069.03881657586, -5379.439041547661, 10216.40124516502, -20589.443515472834, 100131.6353835625, -12778.738174288055, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 1.0, 32.0, 251.0, 192.0, 36.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858011608E9, 0.0, 2024-06-01 03:13:05.801
108.0, 65092.4149265784, 18246.310144222993, -39289.38231341628, -5560.465819891193, 10131.554023212675, -20634.147004383445, 99885.8779532764, -12924.51625162557, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858011684E9, 0.0, 2024-06-01 03:13:05.801
109.0, 65008.551181382085, 18160.434742025704, -39512.005688191144, -5743.66071744689, 10043.622260525497, -20681.57740611761, 99637.4159619112, -13074.45175343177, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785801176E9, 0.0, 2024-06-01 03:13:05.801
110.0, 64918.80892739403, 18068.8149415034, -39742.698042714364, -5934.857539517587, 9946.883910522927, -20738.10496784508, 99378.31454018528, -13236.166624565914, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858011832E9, 0.0, 2024-06-01 03:13:05.801
111.0, 64833.0005804301, 17981.37491719424, -39970.395263480576, -6121.963992352962, 9853.185397766281, -20791.883265004548, 99122.0964934941, -13394.998120665326, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858011906E9, 0.0, 2024-06-01 03:13:05.801
112.0, 64757.161111493246, 17903.344977300763, -40186.73779806349, -6297.8051659828625, 9772.048565393516, -20831.69172187945, 98882.01640629965, -13539.368038102155, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785801198E9, 0.0, 2024-06-01 03:13:05.801
113.0, 64677.3653837878, 17820.79998502731, -40406.72366699263, -6478.161391992735, 9686.86606727434, -20875.501141011853, 98638.67296441471, -13688.074193963314, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858012054E9, 0.0, 2024-06-01 03:13:05.801
114.0, 64590.50650483448, 17729.090777527188, -40636.767820926645, -6669.402917552343, 9590.194772505138, -20931.872240528137, 98382.07493806779, -13852.091294776357, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858012128E9, 0.0, 2024-06-01 03:13:05.801
115.0, 64505.01108229293, 17639.30382005022, -40865.96260857137, -6860.219759967299, 9493.188201569104, -20989.852665645205, 98123.48760646435, -14017.293038045531, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.71723678580122E9, 0.0, 2024-06-01 03:13:05.801
116.0, 64424.6565609761, 17558.09993244409, -41087.17782344554, -7044.152265090021, 9405.368197604204, -21038.713579024505, 97876.85845814449, -14167.340298574007, 0.036000000000000004, -0.136, 1.1520000000000001, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7172367858012273E9, 0.0, 2024-06-01 03:13:05.801
117.0, 64343.49737685888, 17475.800809359647, -41307.18604411913, -7226.43074112305, 9319.112815751174, -21085.562835402827, 97634.45378952668, -14315.912343968434, 0.014, -0.122, 1.042, 192.0, 0.0, 112.0, 252.0, 48.0, 32.0, 144.0, 0.0, 0.0, 0.0, 1.7172367858012347E9, 0.0, 2024-06-01 03:13:05.801
118.0, 64257.510215939314, 17385.38800303793, -41535.598520707914, -7417.806377149389, 9222.82150063771, -21143.81148145336, 97381.14146961468, -14477.806029058222, 0.014, -0.122, 1.042, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.717236785801242E9, 0.0, 2024-06-01 03:13:05.801
